all\o^	INT	ARTIC_U	10	15	7	83	43	44	40	 pA_B
c'	PRO:DEM	VP_B	10	12	8	81	42	43	42	 pA_I
est	VER:pres	VP_L	10	12	8	81	42	43	42	 pA_L
			 	 	 	 	 	 	 	 
oui	INT	ARTIC_U	7	7	6	82	38	41	37	 pA_U
			 	 	 	 	 	 	 	 
\c,a	PRO:DEM	VP_B	8	9	7	82	40	41	39	 pA_B
va	VER:pres	VP_L	10	17	7	83	42	43	39	 pA_L
			 	 	 	 	 	 	 	 
oui	INT	ARTIC_U	11	26	6	81	39	41	38	 pA_B
et	KON	ARTIC_U	8	9	8	81	41	42	40	 pA_I
toi	PRO:PER	NP_U	8	8	7	83	41	42	40	 pA_L
			 	 	 	 	 	 	 	 
\c,a	PRO:DEM	VP_B	9	10	9	82	40	41	39	 pA_B
va	VER:pres	VP_L	8	9	7	83	41	43	39	 pA_L
dis	VER:pres	VP_U	9	14	6	82	41	41	40	 pA_B
je	PRO:PER	VP_B	13	14	10	81	42	43	41	 pA_I
voulais	VER:impf	VP_L	8	10	7	81	42	43	42	 pA_I
te	PRO:PER	VP_B	7	9	6	80	43	43	42	 pA_I
demander	VER:infi	VP_L	9	10	6	86	42	42	42	 pA_L
demain	ADV	AdP_U	9	14	6	84	39	40	38	 pA_B
vu	VER:cond	ARTIC_U	9	12	8	81	43	44	41	 pA_I
que	VER:cond	ARTIC_U	8	9	7	82	42	42	41	 pA_I
on	PRO:PER	VP_B	7	7	6	81	42	43	41	 pA_I
a	VER:pres	VP_L	7	8	7	81	42	42	42	 pA_I
qu'	KON	ARTIC_U	7	8	7	82	43	43	42	 pA_I
une	DET:ART	NP_B	7	8	7	82	43	43	42	 pA_I
heure	NOM	NP_L	9	10	7	81	42	43	41	 pA_I
pour	PRP	PP_B	8	9	7	81	42	42	41	 pA_I
manger	VER:infi	PP_L	8	11	7	85	42	42	41	 pA_I
euh	INT	ARTIC_U	7	11	6	82	42	43	41	 pA_I
\c,a	PRO:DEM	VP_B	7	9	6	81	42	42	41	 pA_I
te	PRO:PER	VP_I	7	7	6	80	42	43	41	 pA_I
dit	VER:pres	VP_L	6	6	5	82	42	42	42	 pA_I
que	KON	ARTIC_U	9	12	6	83	41	42	40	 pA_I
on	PRO:PER	VP_B	7	9	6	81	42	43	40	 pA_I
aille	VER:pres	VP_L	7	7	7	81	42	42	42	 pA_I
manger	VER:infi	VP_U	7	7	6	83	43	43	42	 pA_I
dehors	NOM	AdP_U	8	13	5	84	42	43	42	 pA_L
			 	 	 	 	 	 	 	 
euh	INT	ARTIC_U	15	31	6	84	39	42	37	 pA_B
