une	DET:ART	NP_B	194	205	181	0.13501	83	85	81	pA_B
élection	NOM	NP_L	169	236	126	0.343994	77	82	72	pA_I
il	PRO:PER	VP_B	215	233	183	0.04602000000000006	77	77	76	pA_I
y	PRO:PER	VP_I	162	183	148	0.028991999999999907	79	79	78	pA_I
en	PRO:PER	VP_I	135	148	130	0.052979	78	79	77	pA_I
avait	VER:impf	VP_L	119	130	113	0.197021	77	81	73	pA_I
une	DET:ART	NP_B	152	170	120	0.15802000000000005	80	81	78	pA_I
hier	NOM	NP_L	132	146	118	0.3759739999999999	79	83	72	pA_I
euh	INT	ARTIC_U	111	118	108	0.17902000000000018	79	81	74	pA_I
dans	PRP	PP_B	108	116	101	0.11797999999999997	80	82	78	pA_I
le	DET:ART	PP_I	111	114	108	0.11199999999999988	82	83	81	pA_I
Lot	NAM	PP_L	133	152	107	0.12799000000000005	81	83	77	pA_I
et	NAM	PP_L	135	148	122	0.10504000000000002	74	81	69	pA_I
Garonne	NAM	PP_L	118	135	107	0.31500000000000017	81	83	79	pA_I
dans	PRP	PP_B	152	166	131	0.0889899999999999	82	84	78	pA_I
la	DET:ART	PP_I	165	167	161	0.0889899999999999	80	81	79	pA_I
troisième	NUM	PP_I	162	187	99	0.36701000000000006	79	84	72	pA_I
circonscription	NOM	PP_L	151	188	112	0.6589899999999997	78	84	65	pA_I
législative	ADJ	NP_B	173	195	134	0.7230300000000005	78	84	59	pA_I
euh	INT	NP_I	133	144	123	0.1869499999999995	80	84	62	pA_I
partielle	ADJ	NP_L	162	194	109	0.5210600000000003	77	85	62	pA_L
c'	PRO:DEM	VP_B	204	207	202	0.5079900000000004	76	86	46	pA_B
est	VER:pres	VP_L	204	207	202	0.5079900000000004	76	86	46	pA_I
là	ADV	AdP_U	202	240	125	0.3040200000000004	75	83	60	pA_I
euh	INT	ARTIC_U	133	141	118	0.3209800000000005	75	82	55	pA_I
que	KON	ARTIC_U	131	150	110	0.1480100000000002	76	83	69	pA_I
siègeait	VER:impf	VP_U	143	161	111	0.625	79	84	70	pA_I
jusque	NOM	NP_B	135	149	104	0.3580299999999994	79	85	68	pA_I
là	NOM	NP_B	135	142	123	0.206970000000001	81	84	78	pA_I
Jérôme	NAM	NP_I	125	151	93	0.6080299999999994	79	83	72	pA_I
Cahuzac	NAM	NP_L	144	165	91	0.4769900000000007	79	83	69	pA_I
l'	DET:ART	NP_B	121	130	115	0.2789999999999999	80	83	72	pA_I
ancien	ADJ	NP_I	121	130	115	0.2789999999999999	80	83	72	pA_I
ministre	NOM	NP_L	119	126	113	0.47302	76	82	66	pA_I
du	PRP:det	PP_B	113	118	105	0.24494999999999933	78	83	72	pA_I
budget	NOM	PP_L	131	149	108	0.35100000000000087	79	85	56	pA_I
qui	PRO:REL	ARTIC_U	131	141	126	0.08699999999999974	72	75	70	pA_I
est	VER:pres	VP_B	115	118	109	0.05299999999999905	77	78	77	pA_I
désormais	ADV	VP_I	112	119	105	0.35100000000000087	81	83	77	pA_I
mis	VER:pper	VP_L	123	130	114	0.10499999999999865	80	80	80	pA_I
en	PRP	PP_B	119	126	115	0.16300000000000026	80	81	79	pA_I
cause	NOM	PP_L	126	145	107	0.29100000000000037	75	83	52	pA_I
pour	PRP	PP_B	116	122	111	0.1609999999999996	73	82	53	pA_I
une	DET:ART	PP_I	112	120	105	0.22100000000000009	82	84	80	pA_I
fraude	NOM	PP_I	137	162	101	0.4690000000000012	78	86	71	pA_I
euh	INT	PP_I	126	132	121	0.20800000000000018	77	81	58	pA_I
fiscale	ADJ	PP_L	157	189	119	0.8710000000000004	78	85	68	pA_I
euh	INT	ARTIC_U	117	131	104	0.4109999999999996	76	81	65	pA_I
pour	PRP	PP_B	118	127	104	0.19000000000000128	75	82	62	pA_I
un	DET:ART	PP_I	113	115	107	0.10199999999999854	82	84	78	pA_I
compte	NOM	PP_L	153	179	97	0.24200000000000088	78	85	69	pA_I
en	PRP	PP_B	142	150	135	0.10800000000000054	82	82	81	pA_I
Suisse	NAM	PP_L	175	189	133	0.5439999999999987	78	82	71	pA_I
euh	INT	ARTIC_U	118	133	102	0.27300000000000146	76	82	51	pA_I
qu'	KON	ARTIC_U	193	201	182	0.27399999999999913	78	85	53	pA_I
il	PRO:PER	VP_B	193	201	182	0.27399999999999913	78	85	53	pA_I
n'	ADV	VP_I	154	182	124	0.2729999999999997	79	82	71	pA_I
avait	VER:impf	VP_I	154	182	124	0.2729999999999997	79	82	71	pA_I
pas	ADV	VP_I	124	134	117	0.10900000000000176	76	81	67	pA_I
déclaré	VER:pper	VP_L	120	132	110	0.5529999999999973	79	84	65	pA_I
au	PRP:det	PP_B	129	131	127	0.10899999999999821	77	84	59	pA_I
fisc	NOM	PP_L	171	223	117	0.40700000000000003	77	84	65	pA_I
qu'	PRO:REL	ARTIC_U	121	127	109	0.1509999999999998	73	79	68	pA_I
il	PRO:PER	VP_B	121	127	109	0.1509999999999998	73	79	68	pA_I
a	VER:pres	VP_I	121	126	117	0.062000000000001165	81	82	80	pA_I
dirigé	VER:pper	VP_L	118	127	112	0.36499999999999844	82	83	78	pA_I
pendant	PRP	PP_B	98	114	90	0.2680000000000007	75	80	61	pA_I
quelques	PRO:IND	PP_I	141	184	89	0.3249999999999993	80	85	75	pA_I
mois	NOM	PP_L	222	256	184	0.3290000000000006	78	84	58	pA_L
euh	INT	ARTIC_U	137	147	128	0.26699999999999946	77	83	56	pA_B
Jérôme	NAM	NP_B	156	179	124	0.26399999999999935	80	83	78	pA_I
Cahuzac	NAM	NP_L	137	166	113	0.35600000000000165	78	84	67	pA_I
qui	PRO:REL	ARTIC_U	113	113	113	0.06899999999999906	72	78	67	pA_I
a	VER:pres	VP_B	121	128	117	0.045000000000001705	81	82	81	pA_I
donc	ADV	VP_I	115	119	107	0.20110000000000028	80	82	75	pA_I
démissionné	VER:pper	VP_L	136	174	106	0.6438999999999986	79	85	72	pA_I
de	PRP	PP_B	141	164	104	0.14399999999999835	78	84	71	pA_I
son	DET:POS	PP_I	142	155	130	0.18400000000000105	78	79	73	pA_I
siège	NOM	PP_L	121	140	111	0.21199999999999974	80	83	77	pA_I
de	PRP	PP_B	112	117	107	0.1051000000000002	78	80	75	pA_I
député	NOM	PP_L	152	258	99	0.4468999999999994	77	86	69	pA_I
et	KON	ARTIC_U	239	252	223	0.12700000000000244	77	80	74	pA_I
il	PRO:PER	VP_B	139	148	123	0.2519999999999989	77	79	76	pA_I
fallait	VER:impf	VP_L	117	139	105	0.23199999999999932	78	84	70	pA_I
pourvoir	NOM	VP_U	157	225	103	0.4450000000000003	80	86	70	pA_I
à	PRP	PP_B	127	135	121	0.09299999999999997	76	78	74	pA_I
ce	PRO:DEM	PP_I	124	132	117	0.14199999999999946	77	80	71	pA_I
siège	NOM	PP_L	194	226	113	0.20899999999999963	80	86	76	pA_I
et	KON	ARTIC_U	196	201	186	0.05700000000000216	76	76	76	pA_I
c'	PRO:DEM	VP_B	228	233	186	0.13700000000000045	79	84	75	pA_I
est	VER:pres	VP_L	228	233	186	0.13700000000000045	79	84	75	pA_I
l'	DET:ART	NP_B	195	232	156	0.34999999999999787	79	85	69	pA_I
UMP	NAM	NP_L	195	232	156	0.34999999999999787	79	85	69	pA_I
qui	PRO:REL	ARTIC_U	187	197	179	0.11599999999999966	72	78	65	pA_I
l'	PRO:PER	VP_B	167	190	150	0.10500000000000043	79	81	76	pA_I
a	VER:pres	VP_I	167	190	150	0.10500000000000043	79	81	76	pA_I
emporté	VER:pper	VP_L	133	154	91	0.33500000000000085	77	85	70	pA_I
hier	ADV	AdP_U	121	137	114	0.17599999999999838	80	83	77	pA_I
cinquante	ADJ	ARTIC_U	207	234	120	0.33999999999999986	77	84	65	pA_I
quatre	ADJ	ARTIC_U	192	224	172	0.142000000000003	73	83	55	pA_I
pour	PRP	PP_B	172	195	160	0.12799999999999656	70	78	53	pA_I
cent	NUM	PP_I	166	175	155	0.15900000000000247	80	84	76	pA_I
des	PRP:det	PP_I	144	155	138	0.12399999999999878	81	83	78	pA_I
voix	NOM	PP_L	197	261	132	0.26699999999999946	78	85	64	pA_I
euh	INT	ARTIC_U	134	148	113	0.12899999999999778	80	85	66	pA_I
face	NOM	AdP_U	166	188	132	0.2840000000000025	79	85	75	pA_I
au	PRP:det	PP_B	161	189	132	0.21099999999999852	79	82	73	pA_I
candidat	NOM	PP_L	171	201	126	0.2970000000000006	79	84	70	pA_I
du	PRP:det	PP_B	161	194	136	0.13200000000000145	77	79	74	pA_I
Front	NAM	PP_I	189	200	135	0.13899999999999935	78	82	75	pA_I
National	ABR	PP_L	188	239	148	0.4809999999999981	80	83	65	pA_I
euh	INT	ARTIC_U	136	145	126	0.14299999999999713	74	83	51	pA_I
quarante	NOM	ARTIC_U	185	231	122	0.36599999999999966	78	85	66	pA_I
six	NOM	ARTIC_U	194	209	181	0.20510000000000161	77	80	73	pA_I
pour	PRP	PP_B	175	191	157	0.17689999999999984	73	80	62	pA_I
cent	NUM	PP_L	152	180	130	0.20400000000000063	81	85	76	pA_I
le	DET:ART	NP_B	182	237	121	0.15500000000000114	78	84	67	pA_I
score	NOM	NP_I	243	261	218	0.29299999999999926	74	83	59	pA_I
pourrait	VER:cond	NP_L	138	194	77	0.2539999999999978	74	83	60	pA_I
être	VER:infi	VP_U	171	185	139	0.2220000000000013	75	83	66	pA_I
large	ADJ	AP_U	173	183	156	0.33000000000000185	77	83	57	pA_I
mais	KON	ARTIC_U	178	195	155	0.14299999999999713	72	82	52	pA_I
pas	ADV	AP_B	187	199	170	0.1180000000000021	78	85	68	pA_I
tant	ADJ	AP_L	200	216	182	0.12599999999999767	77	82	63	pA_I
que	ADJ	AP_L	176	182	171	0.04900000000000304	79	80	78	pA_I
ça	PRO:DEM	NP_U	211	227	173	0.21809999999999619	79	84	72	pA_I
parce	NOM	ARTIC_U	158	173	144	0.2779000000000025	74	83	63	pA_I
que	NOM	ARTIC_U	158	173	144	0.2779000000000025	74	83	63	pA_I
la	DET:ART	NP_B	150	165	135	0.1039999999999992	81	84	75	pA_I
participation	NOM	NP_L	137	169	100	0.6582000000000008	77	85	65	pA_I
a	VER:pres	VP_B	133	149	122	0.04910000000000281	81	81	81	pA_I
été	VER:pper	VP_L	123	138	106	0.4557000000000002	74	83	52	pA_I
a-	ADJ	NP_B	138	149	126	0.2609999999999957	75	80	47	pA_I
assez	ADV	NP_I	135	150	121	0.23799999999999955	80	84	77	pA_I
faible	ADJ	NP_L	169	216	118	0.38000000000000256	77	85	71	pA_I
du	NOM	ARTIC_U	123	131	115	0.14909999999999712	76	80	74	pA_I
coup	NOM	ARTIC_U	168	196	117	0.1069000000000031	71	80	63	pA_I
il	PRO:PER	VP_B	160	171	152	0.045000000000001705	80	80	79	pA_I
n'	ADV	VP_I	140	152	130	0.03999999999999915	80	80	79	pA_I
y	PRO:PER	VP_I	140	152	130	0.03999999999999915	80	80	79	pA_I
a	VER:pres	VP_L	125	130	118	0.03999999999999915	78	82	75	pA_I
que	KON	ARTIC_U	153	176	104	0.07110000000000127	77	84	69	pA_I
deux	NOM	ARTIC_U	144	153	131	0.17089999999999606	79	84	74	pA_I
mille	NOM	ARTIC_U	157	164	142	0.17099999999999937	78	80	76	pA_I
cinq	NUM	NP_B	133	142	129	0.15500000000000114	78	82	74	pA_I
cents	NOM	NP_I	132	138	126	0.18900000000000006	80	83	76	pA_I
voix	NOM	NP_L	138	153	121	0.2220000000000013	79	85	67	pA_I
euh	INT	ARTIC_U	116	128	110	0.2629999999999981	77	82	54	pA_I
d'	PRP	PP_B	137	178	109	0.17200000000000415	76	84	62	pA_I
écart	NOM	PP_L	137	178	109	0.17200000000000415	76	84	62	pA_I
entre	PRP	PP_B	128	140	117	0.40099999999999625	75	82	69	pA_I
les	DET:ART	PP_I	118	123	109	0.28699999999999903	79	82	75	pA_I
deux	NUM	PP_I	129	155	108	0.17200000000000415	78	85	72	pA_I
hommes	NOM	PP_L	238	305	140	0.2289999999999992	79	85	70	pA_I
on	PRO:PER	VP_B	153	175	137	0.3440000000000012	75	77	73	pA_I
peut	VER:pres	VP_L	124	137	115	0.0940000000000012	69	78	53	pA_I
donc	ADV	ARTIC_U	143	151	124	0.18900000000000006	74	84	52	pA_I
parler	VER:infi	VP_U	140	158	129	0.18900000000000006	72	83	44	pA_I
quand	NOM	ARTIC_U	136	145	132	0.28299999999999415	73	82	63	pA_I
même	NOM	ARTIC_U	139	145	127	0.1290000000000049	82	83	81	pA_I
de	PRP	PP_B	121	127	117	0.1490000000000009	80	81	79	pA_I
score	NOM	PP_I	134	157	99	0.10499999999999687	75	85	53	pA_I
relativement	ADV	PP_I	150	201	109	0.2359999999999971	78	86	60	pA_I
euh	INT	PP_I	131	138	124	0.23700000000000188	77	84	57	pA_I
serré	VER:pper	PP_L	184	270	122	0.21799999999999642	78	84	69	pA_I
puis	ADV	ARTIC_U	158	189	136	0.3640000000000043	74	82	58	pA_I
jusque	NOM	ARTIC_U	143	156	117	0.19599999999999795	78	83	68	pA_I
là	NOM	ARTIC_U	173	233	116	0.25900000000000034	81	82	78	pA_I
il	PRO:PER	VP_B	191	216	163	0.134999999999998	76	76	75	pA_I
n'	ADV	VP_I	148	163	138	0.05100000000000193	77	78	76	pA_I
y	PRO:PER	VP_I	148	163	138	0.05100000000000193	77	78	76	pA_I
avait	VER:impf	VP_I	124	138	116	0.03399999999999892	80	82	79	pA_I
jamais	ADV	VP_I	113	124	107	0.16600000000000392	81	83	79	pA_I
eu	VER:pper	VP_L	124	170	101	0.26899999999999835	80	81	78	pA_I
de	PRP	PP_B	122	155	103	0.16899999999999693	80	82	77	pA_I
duel	NOM	PP_L	134	185	93	0.1180000000000021	80	86	75	pA_I
entre	PRP	PP_B	120	136	109	0.3049999999999997	74	78	70	pA_I
un	DET:ART	PP_I	113	116	111	0.19700000000000273	80	81	78	pA_I
UMP	NAM	PP_L	125	183	103	0.06299999999999528	79	84	69	pA_I
et	KON	ARTIC_U	165	180	150	0.40810000000000457	79	81	77	pA_I
un	DET:ART	NP_B	129	150	118	0.07089999999999463	79	80	78	pA_I
Front	NAM	NP_I	124	131	117	0.10700000000000642	77	83	73	pA_I
National	ADJ	NP_L	134	182	107	0.15699999999999648	80	83	72	pA_I
dans	PRP	PP_B	119	148	106	0.4380000000000024	77	80	73	pA_I
cette	PRO:DEM	PP_I	142	156	106	0.12699999999999534	78	83	70	pA_I
circonscription	NOM	PP_L	137	194	100	0.16600000000000392	78	84	65	pA_I
dans	PRP	PP_B	122	127	110	0.3260999999999967	79	84	61	pA_I
ce	PRO:DEM	PP_I	167	184	115	0.16989999999999839	80	85	70	pA_I
sud	NOM	PP_I	131	154	115	0.30799999999999983	76	80	66	pA_I
ouest	NOM	PP_I	180	208	140	0.3640000000000043	75	84	53	pA_I
euh	INT	PP_I	129	144	115	0.369099999999996	77	81	68	pA_I
de	NOM	PP_I	134	181	112	0.353900000000003	79	85	74	pA_I
la	NOM	PP_I	149	175	131	0.23799999999999955	80	83	74	pA_I
France	NAM	PP_L	201	240	126	0.11299999999999955	76	82	70	pA_I
d'	ADV	AdP_U	189	245	154	0.31400000000000006	79	85	71	pA_I
abord	ADV	AdP_U	189	245	154	0.31400000000000006	79	85	71	pA_I
est	VER:pres	VP_B	188	198	173	0.24099999999999966	80	82	76	pA_I
ce	ADJ	VP_I	173	173	173	0.06199999999999761	79	81	77	pA_I
qu'	ADJ	VP_I	184	199	171	0.08500000000000085	76	79	69	pA_I
il	NOM	VP_L	184	199	171	0.08500000000000085	76	79	69	pA_I
y	NOM	VP_L	182	204	169	0.1529999999999987	81	84	77	pA_I
a	NOM	VP_L	204	215	179	0.04899999999999949	80	85	73	pA_I
des	PRP:det	NP_B	161	179	146	0.08200000000000074	77	85	56	pA_I
euh	INT	NP_I	133	137	128	0.38000000000000256	77	84	53	pA_I
leçons	NOM	NP_I	186	243	128	0.17099999999999937	77	84	64	pA_I
politiques	ADJ	NP_L	180	268	145	0.5339999999999989	74	82	60	pA_I
à	PRP	PP_U	140	167	124	0.4239999999999995	75	84	39	pA_I
à	PRP	PP_B	125	133	112	0.3400000000000034	68	80	42	pA_I
tirer	VER:infi	PP_L	173	197	139	0.1939999999999955	78	85	51	pA_I
euh	INT	ARTIC_U	121	139	112	0.5360000000000014	77	80	69	pA_I
hm	INT	ARTIC_U	115	122	111	0.5219999999999985	73	76	66	pA_I
Bertrand	NAM	NP_B	124	149	109	0.18700000000000472	77	85	64	pA_I
Lacoste	NAM	NP_L	129	142	103	0.36299999999999955	75	83	50	pA_I
de	PRP	PP_B	110	118	104	0.4789999999999992	77	81	66	pA_I
de	PRP	PP_I	109	123	102	0.41799999999999926	73	78	67	pA_I
de	PRP	PP_I	109	113	106	0.44599999999999795	72	79	67	pA_I
ce	PRO:DEM	PP_I	122	128	110	0.16400000000000148	77	84	73	pA_I
score	NOM	PP_L	175	242	127	0.17999999999999972	79	86	61	pA_I
du	PRP:det	PP_B	142	176	131	0.48100000000000165	76	82	72	pA_I
FN	ABR	PP_L	143	200	119	0.1389999999999958	77	82	68	pA_I
de	PRP	PP_B	163	194	135	0.39100000000000534	77	77	76	pA_I
cette	PRO:DEM	PP_I	115	135	104	0.06700000000000017	75	79	65	pA_I
présence	NOM	PP_L	150	223	115	0.23099999999999454	80	84	77	pA_I
du	PRP:det	PP_B	126	128	123	0.4230000000000018	81	83	79	pA_I
FN	ABR	PP_L	141	162	114	0.06900000000000262	79	83	73	pA_I
au	PRP:det	PP_B	124	135	118	0.25199999999999534	81	81	80	pA_I
second	NUM	PP_I	112	126	101	0.06400000000000006	78	82	72	pA_I
tour	NOM	PP_L	156	187	103	0.19300000000000495	79	86	69	pA_I
dans	PRP	PP_B	154	202	142	0.27199999999999847	78	85	64	pA_I
un	DET:ART	PP_I	131	145	121	0.18200000000000216	74	84	66	pA_I
lieu	NOM	PP_L	155	216	132	0.5090000000000003	80	84	75	pA_I
qui	PRO:REL	ARTIC_U	175	185	167	0.21710000000000207	73	75	71	pA_I
n'	ADV	VP_B	143	167	121	0.07989999999999498	80	82	73	pA_I
est	VER:pres	VP_I	143	167	121	0.07989999999999498	80	82	73	pA_I
pas	ADV	VP_L	127	142	114	0.07000000000000028	78	81	75	pA_I
franchement	ADV	AdP_U	143	160	122	0.10200000000000387	76	82	61	pA_I
sa	DET:POS	NP_B	114	116	110	0.4269999999999996	79	82	74	pA_I
terre	NOM	NP_L	124	145	99	0.09709999999999752	79	84	72	pA_I
d'	PRP	PP_B	128	154	107	0.15490000000000492	80	83	74	pA_I
élection	NOM	PP_L	128	154	107	0.15490000000000492	80	83	74	pA_I
