bonjour	426	511	221	0.9554676179999999	65	72	53	pA_U
								
salut	316	319	312	0.32344623599999967	55	59	45	pA_U
								
ça	268	323	247	0.13969655520125368	69	75	60	pA_B
va	303	355	250	0.33617836779874644	67	75	56	pA_L
								
ça	307	340	281	0.2030086149314707	59	66	51	pA_B
va	265	281	261	0.1191983650685291	64	65	62	pA_I
et	267	270	264	0.0733684144779767	60	62	58	pA_I
toi	239	265	231	0.3293903085220231	59	64	52	pA_L
								
j'	NA	NA	NA	0.18417274800000083	54	57	48	pA_B
ai	NA	NA	NA	0.18417274800000083	54	57	48	pA_I
entendu	259	415	174	0.32230230900000034	62	67	57	pA_I
du	192	199	187	0.09208636899999867	63	65	62	pA_I
bruit	277	508	189	0.28159985200000115 	67	75	59	pA_L
								
merde	268	285	258	0.23421968999999976	64	66	60	pA_B
on	251	261	227	0.09368787599999884	62	64	60	pA_I
nous	220	227	207	0.18737575200000123	66	68	63	pA_I
entend	192	207	180	0.22408893199157198	61	65	57	pA_I
arriver	185	188	181	0.2653142295974078	61	65	56	pA_I
de	185	188	184	0.2132559084110195	56	59	52	pA_I
loin	188	191	183	0.18737574400000057 	57	59	51	pA_L
								
ah	287	290	283	0.060106088575043515	66	70	63	pA_B
il	287	291	282	0.07274745005090288	66	70	61	pA_I
fait	256	291	222	0.20112530308190735	60	63	57	pA_I
chaud	314	316	312	0.21396308838500566	60	65	58	pA_I
ici	290	315	252	0.42804132290714136 	59	64	56	pA_L
								
ah	221	224	219	0.10315789399999886	64	66	58	pA_B
ouais	228	237	220	0.2578947350000007	64	67	59	pA_I
ça	221	241	210	0.10315789399999886	57	60	55	pA_I
fait	203	213	193	0.20631578800000128	57	61	54	pA_I
du	189	193	186	0.10315789399999886	57	58	55	pA_I
bien	236	245	193	0.20631579500000008	58	62	53	pA_L
								
bon	302	339	257	0.1397711130000001	70	74	60	pA_B
ben	238	334	110	0.09636455218879725	76	77	76	pA_I
voilà	221	516	109	0.19646891609703054	76	77	75	pA_I
vous	469	504	439	0.08130597358630176	75	77	72	pA_I
aviez	229	269	149	0.2567557060620089	71	73	67	pA_I
pas	259	309	226	0.11981932949560381	70	73	65	pA_I
vu	465	499	309	0.2742736855702592	71	76	63	pA_L
								
non	303	422	207	0.48499999999999943 	68	72	58	pA_U
								
voilà	358	479	183	0.5689351770000002	67	71	58	pA_U
								
c'	313	475	249	0.5689351770000002	58	64	52	pA_B
est	313	475	249	0.2135124349999984	58	64	52	pA_I
chouette	407	419	252	0.341619896000001	61	68	55	pA_I
ouais	265	275	258	0.2135124399999988 	59	63	51	pA_L
								
c'	113	114	112	0.12676610811405098	52	58	43	pA_B
est	113	114	112	0.12676610811405098	52	58	43	pA_I
cool	317	379	173	0.29066398900000223	56	60	54	pA_L
								
bon	239	245	234	0.09546317399999893	58	61	55	pA_B
ben	242	269	224	0.09546317399999893	65	72	61	pA_I
je	273	276	269	0.06364211600000047	77	78	75	pA_I
vous	277	281	275	0.12728423200000094	70	75	66	pA_I
laisse	303	311	280	0.1909263480000014	66	72	61	pA_I
vous	283	303	274	0.0608847576762912	61	63	60	pA_I
installer	289	306	176	0.3551787267191102	65	70	57	pA_I
les	189	192	186	0.09307343060459772	64	65	64	pA_I
filles	294	385	195	0.3487967870000013	65	69	59	pA_L
								
ouais	331	336	197	0.4101591839999976 	57	70	45	pA_U
								
on	232	237	228	0.1060668600000021	57	62	46	pA_B
pose	244	267	221	0.21213371999999708	64	68	58	pA_I
nos	253	263	246	0.15910029000000137	67	69	63	pA_I
affaires	255	264	250	0.21842947587157013	66	68	63	pA_I
là	258	267	250	0.311904816128429 	56	64	44	pA_L
								
waou	388	519	183	1.091604758999999	66	73	44	pA_U
								
faites	642	649	634	0.22764155273870657	60	65	54	pA_B
comme	78	78	77	0.3423409414160119	56	63	50	pA_I
chez	429	525	231	0.36373725025451265	59	71	53	pA_I
vous	230	309	129	0.8005753895907688 	59	64	53	pA_L
								
tes	NA	NA	NA	0.14831316300000452	44	50	41	pA_B
chaussures	NA	NA	NA	0.4943772119999963 	49	54	43	pA_L
								
faut	266	271	260	0.13497415702498472	58	64	50	pA_B
que	237	270	217	0.1326571147987039	62	67	59	pA_I
j'	218	254	100	0.1326571147987039	70	76	67	pA_I
enlève	218	254	100	0.38085429732531395	70	76	67	pA_I
mes	283	449	210	0.1668912089403065	63	69	60	pA_I
chaussures	286	434	200	0.5701215689106931 	57	63	50	pA_L
								
non	204	207	199	0.28097518899999585 	56	57	54	pA_U
								
pas	210	225	200	0.09963326833086228	69	79	48	pA_B
obligé	217	267	184	0.3979713443961117	73	78	66	pA_I
hein	210	248	184	0.08827416127302712	72	73	69	pA_I
les	181	184	179	0.13520279400000135	63	67	56	pA_I
filles	178	193	172	0.18461920021842815	57	61	53	pA_I
hein	171	172	171	0.08578639378156794 	52	58	48	pA_L
								
bon	NA	NA	NA	0.22603320385463377	52	56	41	pA_B
ben	424	425	423	0.15182998414536542	55	58	51	pA_I
je	341	425	206	0.12595439600000446	58	61	54	pA_I
les	228	240	214	0.18893159399999604	58	62	55	pA_I
garde	381	748	172	0.3148859830000035 	59	70	50	pA_L
								
tu	NA	NA	NA	0.09567689600000051	50	54	44	pA_B
veux	NA	NA	NA	0.12626511080881642	53	53	51	pA_I
te	NA	NA	NA	0.09414375888940896	51	55	48	pA_I
mettre	253	255	251	0.29098980020360443	56	63	49	pA_I
où	NA	NA	NA	0.15833960509817047 	52	57	45	pA_L
								
c'	356	385	340	0.17075383969216062	64	68	60	pA_B
est	356	385	340	0.17075383969216062	64	68	60	pA_I
trop	290	355	114	0.33806167964831246	62	72	55	pA_I
joli	256	313	108	0.5648625533364182	67	76	59	pA_I
hm	266	277	242	0.39901947132310767 	59	69	45	pA_L
								
ouais	238	247	226	0.14208864822270328	76	80	65	pA_B
je	233	247	220	0.14728531600063377	76	81	71	pA_I
me	218	221	216	0.07200615448920189	79	81	74	pA_I
suis	219	225	212	0.15710433706734506	66	71	56	pA_I
craquée	272	281	241	0.3421089242201134	67	76	58	pA_I
hein	216	241	207	0.17211867599999664	72	76	65	pA_I
cette	213	222	192	0.16234022908989232	59	69	53	pA_I
année	185	192	182	0.2679564589101133	66	70	60	pA_L
								
ben	269	278	264	0.13492584899999827	69	74	63	pA_B
ouais	245	274	207	0.2248764149999971	66	69	63	pA_I
je	221	234	207	0.08995056600000595	62	64	60	pA_I
vois	268	271	265	0.1799011319999977	63	66	58	pA_I
ça	211	212	210	0.08995056300000215 	56	57	56	pA_L
								
la	NA	NA	NA	0.11152884999999912	47	53	42	pA_B
petite	575	575	575	0.14516319910007525	52	57	47	pA_I
rondelle	224	244	209	0.3338467162681056	57	60	51	pA_I
de	210	211	209	0.07527916151143188	56	57	56	pA_I
citron	191	238	107	0.616961823691554	56	61	51	pA_I
et	NA	NA	NA	0.16709529942883705	50	53	48	pA_I
tout	NA	NA	NA	0.2230576859999971 	51	54	47	pA_L
								
comme	238	414	61	0.25836798999999644	72	79	53	pA_B
les	110	171	80	0.15502079400000923	74	78	69	pA_I
plus	212	242	157	0.20669439200000284	72	79	64	pA_I
grands	172	190	115	2.017376409999997	67	75	53	pA_L
ils	238	243	234	0.10270127700000842	52	58	45	pA_B
sont	211	214	209	0.136935035999997	57	59	55	pA_I
chouettes	412	734	208	0.30810383099999683	62	69	56	pA_I
ces	251	264	241	0.13467538281693692	63	70	57	pA_I
verres	218	245	157	0.17510587568965263	63	66	60	pA_L
								
ouais	217	236	131	0.292216154493417	66	70	61	pA_B
ils	132	132	131	0.09236217061935292	64	66	61	pA_I
sont	NA	NA	NA	0.17510587568963842	54	59	52	pA_I
beaux	319	324	316	0.391370327691007 	55	62	44	pA_L
								
tu	482	482	482	0.08278260800000226	53	57	50	pA_B
les	538	580	482	0.06134790767384857	63	64	62	pA_I
as	544	560	536	0.037639580755723046	61	63	58	pA_I
pas	96	96	95	0.11291874226715493	59	61	56	pA_I
achetés	177	203	85	0.2552945477344366	53	60	48	pA_I
exprès	NA	NA	NA	0.4020166135688328 	49	53	45	pA_L
								
non	192	212	176	0.4359959830000122 	60	71	49	pA_U
non	190	202	184	0.35176782248269944	70	74	49	pA_B
non	180	185	174	0.1929580235173063	69	72	67	pA_I
non	170	176	166	0.27236292300000287 	65	68	56	pA_L
ouh	263	346	219	0.4876695809999916 	65	74	47	pA_B
ouh	553	589	517	0.5748687779999955 	68	79	49	pA_L
j'	241	242	240	0.1641811120000085	57	71	46	pA_B
ai	241	242	240	0.1641811120000085	57	71	46	pA_I
mis	246	270	238	0.12313583399999573	72	73	69	pA_I
le	265	274	257	0.08209055599999715	69	71	68	pA_I
chauffage	328	379	293	0.36658578660792784	71	75	66	pA_I
mais	301	358	250	0.11128223875603283	70	72	67	pA_I
je	NA	NA	NA	0.08509818257815027	64	66	61	pA_I
crois	280	286	272	0.20619944240088728	66	74	61	pA_I
qu'	NA	NA	NA	0.20619944240088728	59	60	59	pA_I
il	NA	NA	NA	0.08018867204479818	59	60	59	pA_I
fait	224	237	210	0.22747398804541774 	65	68	58	pA_I
chaud	339	391	304	0.22747398804541774	69	72	66	pA_I
mais	242	316	205	0.1309202808894554	70	73	64	pA_I
bon	298	485	207	0.3268494622758169 	60	70	50	pA_L
								
on	497	512	481	0.09091900399999986	62	67	61	pA_B
va	209	211	208	0.12697746251869546	64	65	61	pA_I
faire	269	271	265	0.19123905148130405	63	68	56	pA_I
